Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
2023-12-12,3430,3.5,3.51,3.42,"11,41M","-2,00%"
2023-12-11,3500,3.5,3.51,3.47,"7,70M","-0,28%"
2023-12-08,3510,3.57,3.57,3.49,"10,27M","-1,68%"
2023-12-07,3570,3.51,3.57,3.5,"7,25M","1,71%"
2023-12-06,3510,3.62,3.63,3.5,"16,67M","-3,04%"
2023-12-05,3620,3.59,3.62,3.57,"14,55M","-0,28%"
2023-12-04,3630,3.64,3.67,3.55,"17,11M","0,00%"
2023-12-01,3630,3.6,3.7,3.59,"11,65M","-0,55%"
2023-11-30,3650,3.63,3.65,3.57,"40,88M","0,55%"
2023-11-29,3630,3.6,3.64,3.56,"9,79M","0,83%"
2023-11-28,3600,3.52,3.64,3.52,"13,64M","2,27%"
2023-11-27,3520,3.53,3.55,3.5,"11,94M","-0,28%"
2023-11-24,3530,3.55,3.58,3.52,"5,31M","-0,28%"
2023-11-23,3540,3.51,3.58,3.5,"16,67M","1,14%"
2023-11-22,3500,3.48,3.52,3.45,"16,97M","0,57%"
2023-11-21,3480,3.46,3.49,3.43,"11,47M","0,58%"
2023-11-20,3460,3.47,3.47,3.42,"5,70M","-0,29%"
2023-11-17,3470,3.47,3.47,3.42,"13,56M","0,29%"
2023-11-16,3460,3.44,3.46,3.42,"11,95M","0,87%"
2023-11-15,3430,3.5,3.53,3.41,"30,58M","-1,44%"
2023-11-14,3480,3.51,3.52,3.47,"13,58M","-1,42%"
2023-11-13,3530,3.59,3.59,3.51,"9,89M","-1,67%"
2023-11-10,3590,3.6,3.6,3.55,"4,50M","-0,28%"
2023-11-09,3600,3.6,3.6,3.58,"4,26M","0,00%"
2023-11-08,3600,3.56,3.6,3.56,"6,30M","0,84%"
2023-11-07,3570,3.62,3.62,3.55,"10,36M","-1,38%"
2023-11-06,3620,3.55,3.63,3.55,"11,11M","1,97%"
2023-11-03,3550,3.59,3.61,3.52,"17,88M","-1,11%"
2023-11-02,3590,3.6,3.67,3.57,"20,93M","0,28%"
2023-11-01,3580,3.6,3.65,3.55,"22,59M","-1,10%"
2023-10-31,3620,3.79,3.82,3.62,"26,50M","-4,49%"
2023-10-30,3790,3.97,3.97,3.72,"26,31M","-4,77%"
2023-10-27,3980,3.98,4.07,3.95,"19,67M","0,00%"
2023-10-26,3980,4.05,4.05,3.96,"19,25M","-2,45%"
2023-10-25,4080,4.0,4.1,4.0,"27,55M","2,26%"
2023-10-24,3990,3.83,4.0,3.79,"29,82M","3,91%"
2023-10-23,3840,3.86,3.86,3.76,"7,70M","-0,52%"
2023-10-20,3860,3.81,3.88,3.73,"16,11M","1,31%"
2023-10-19,3810,3.8,3.85,3.77,"8,88M","-0,26%"
2023-10-18,3820,3.83,3.84,3.76,"9,69M","-0,26%"
2023-10-17,3830,3.65,3.84,3.63,"21,60M","4,93%"
2023-10-16,3650,3.66,3.67,3.62,"5,60M","0,00%"
2023-10-13,3650,3.61,3.66,3.61,"5,58M","0,55%"
2023-10-12,3630,3.62,3.67,3.61,"10,45M","0,55%"
2023-10-11,3610,3.67,3.71,3.61,"12,32M","-1,63%"
2023-10-10,3670,3.72,3.75,3.67,"5,04M","-1,34%"
2023-10-09,3720,3.8,3.8,3.7,"8,31M","-2,11%"
2023-10-06,3800,3.68,3.84,3.67,"23,55M","3,83%"
2023-10-05,3660,3.61,3.68,3.58,"12,78M","2,23%"
2023-10-04,3580,3.59,3.61,3.54,"9,90M","-0,28%"
2023-10-03,3590,3.7,3.7,3.59,"19,59M","-2,97%"
2023-10-02,3700,3.74,3.78,3.7,"7,92M","-1,07%"
2023-09-29,3740,3.77,3.78,3.69,"10,78M","-0,80%"
2023-09-27,3770,3.82,3.82,3.72,"9,96M","-1,31%"
2023-09-26,3820,3.8,3.82,3.77,"11,44M","0,00%"
2023-09-25,3820,3.86,3.89,3.79,"10,97M","-0,78%"
2023-09-22,3850,3.77,3.89,3.75,"24,11M","2,12%"
2023-09-21,3770,3.63,3.78,3.58,"24,63M","3,86%"
2023-09-20,3630,3.58,3.67,3.57,"12,09M","1,40%"
2023-09-19,3580,3.49,3.63,3.48,"12,15M","3,17%"
2023-09-18,3470,3.5,3.52,3.46,"11,04M","-0,86%"
2023-09-15,3500,3.55,3.57,3.5,"19,50M","-1,69%"
2023-09-14,3560,3.58,3.61,3.56,"7,98M","-0,84%"
2023-09-13,3590,3.63,3.63,3.57,"7,89M","-0,83%"
2023-09-12,3620,3.65,3.66,3.61,"6,76M","-0,82%"
2023-09-11,3650,3.61,3.65,3.58,"7,70M","1,11%"
2023-09-08,3610,3.63,3.63,3.57,"13,78M","-0,55%"
2023-09-07,3630,3.66,3.67,3.6,"13,67M","-0,55%"
2023-09-06,3650,3.62,3.68,3.6,"9,88M","0,83%"
2023-09-05,3620,3.66,3.67,3.6,"13,72M","-1,09%"
2023-09-04,3660,3.67,3.69,3.66,"4,22M","0,00%"
2023-09-01,3660,3.67,3.72,3.63,"14,23M","-0,27%"
2023-08-31,3670,3.74,3.76,3.67,"17,60M","-1,87%"
2023-08-30,3740,3.79,3.79,3.74,"6,86M","-0,53%"
2023-08-29,3760,3.78,3.8,3.76,"4,02M","-0,53%"
2023-08-28,3780,3.79,3.8,3.76,"4,54M","0,53%"
2023-08-25,3760,3.72,3.76,3.7,"5,64M","1,08%"
2023-08-24,3720,3.75,3.76,3.72,"6,32M","-0,80%"
2023-08-23,3750,3.71,3.78,3.7,"9,84M","1,08%"
2023-08-22,3710,3.71,3.72,3.7,"5,44M","0,00%"
2023-08-21,3710,3.7,3.73,3.69,"6,14M","0,54%"
2023-08-18,3690,3.68,3.72,3.68,"10,42M","-1,07%"
2023-08-16,3730,3.73,3.73,3.68,"9,21M","0,00%"
2023-08-15,3730,3.75,3.75,3.69,"9,91M","0,00%"
2023-08-14,3730,3.7,3.73,3.63,"13,59M","0,81%"
2023-08-11,3700,3.68,3.72,3.68,"7,70M","0,54%"
2023-08-10,3680,3.72,3.73,3.68,"13,48M","-1,08%"
2023-08-09,3720,3.75,3.77,3.72,"13,41M","-0,80%"
2023-08-08,3750,3.73,3.79,3.73,"13,37M","0,81%"
2023-08-07,3720,3.74,3.77,3.72,"7,68M","-0,53%"
2023-08-04,3740,3.78,3.81,3.73,"18,18M","-0,80%"
2023-08-03,3770,3.69,3.83,3.67,"26,35M","2,17%"
2023-08-02,3690,3.77,3.8,3.68,"28,81M","-2,12%"
2023-08-01,3770,3.83,3.85,3.77,"20,62M","-2,08%"
2023-07-31,3850,3.87,3.89,3.83,"19,18M","-0,52%"
2023-07-28,3870,3.85,3.9,3.81,"20,22M","0,78%"
2023-07-27,3840,3.97,4.0,3.84,"40,56M","-3,27%"
2023-07-26,3970,4.05,4.07,3.95,"37,40M","-1,98%"
2023-07-25,4050,4.19,4.19,4.02,"49,20M","-5,59%"
2023-07-24,4290,4.29,4.34,4.27,"8,77M","0,00%"
2023-07-21,4290,4.22,4.29,4.22,"6,02M","1,66%"
2023-07-20,4220,4.26,4.27,4.21,"8,61M","-1,17%"
2023-07-18,4270,4.27,4.3,4.23,"6,60M","0,00%"
2023-07-17,4270,4.26,4.29,4.25,"9,59M","0,47%"
2023-07-14,4250,4.25,4.29,4.23,"10,57M","0,00%"
2023-07-13,4250,4.22,4.25,4.21,"6,04M","0,95%"
2023-07-12,4210,4.25,4.26,4.2,"16,64M","-0,94%"
2023-07-11,4250,4.26,4.28,4.24,"4,79M","0,00%"
2023-07-10,4250,4.24,4.32,4.24,"7,75M","0,24%"
2023-07-07,4240,4.23,4.24,4.21,"6,16M","-0,24%"
2023-07-06,4250,4.26,4.29,4.22,"12,60M","-1,39%"
2023-07-05,4310,4.33,4.33,4.28,"6,31M","-0,46%"
2023-07-04,4330,4.32,4.34,4.3,"3,65M","0,46%"
2023-07-03,4310,4.25,4.31,4.21,"11,06M","1,17%"
2023-06-27,4260,4.23,4.28,4.23,"10,54M","0,71%"
2023-06-26,4230,4.27,4.27,4.23,"6,55M","-0,94%"
2023-06-23,4270,4.25,4.29,4.21,"7,70M","0,47%"
2023-06-22,4250,4.37,4.37,4.25,"15,97M","-2,52%"
2023-06-21,4360,4.3,4.37,4.3,"11,13M","1,40%"
2023-06-20,4300,4.38,4.39,4.3,"14,41M","-1,83%"
2023-06-19,4380,4.39,4.42,4.32,"10,33M","-0,23%"
2023-06-16,4390,4.5,4.5,4.39,"17,78M","-2,88%"
2023-06-15,4520,4.44,4.52,4.41,"10,37M","1,80%"
2023-06-14,4440,4.5,4.51,4.41,"13,11M","-1,55%"
2023-06-13,4510,4.61,4.63,4.48,"19,17M","-2,17%"
2023-06-12,4610,4.59,4.61,4.56,"8,17M","1,32%"
2023-06-09,4550,4.58,4.6,4.54,"11,40M","-1,09%"
2023-06-08,4600,4.57,4.63,4.54,"15,74M","0,66%"
2023-06-07,4570,4.47,4.57,4.46,"25,20M","2,47%"
2023-06-06,4460,4.5,4.51,4.44,"6,40M","-0,89%"
2023-06-05,4500,4.53,4.55,4.46,"14,14M","-0,66%"
2023-05-31,4530,4.54,4.58,4.5,"122,23M","-0,22%"
2023-05-30,4540,4.55,4.6,4.51,"15,48M","-0,22%"
2023-05-29,4550,4.4,4.55,4.38,"26,64M","3,88%"
2023-05-26,4380,4.41,4.43,4.38,"8,75M","-0,68%"
2023-05-25,4410,4.41,4.45,4.37,"14,54M","0,00%"
2023-05-24,4410,4.45,4.45,4.39,"10,23M","-0,90%"
2023-05-23,4450,4.42,4.48,4.42,"12,35M","0,68%"
2023-05-22,4420,4.43,4.48,4.39,"11,02M","-0,23%"
2023-05-19,4430,4.46,4.5,4.43,"7,88M","-0,67%"
2023-05-17,4460,4.5,4.51,4.42,"8,56M","-1,11%"
2023-05-16,4510,4.5,4.51,4.46,"7,17M","0,22%"
2023-05-15,4500,4.45,4.53,4.4,"17,45M","2,27%"
2023-05-12,4400,4.43,4.43,4.37,"5,19M","-0,68%"
2023-05-11,4430,4.5,4.5,4.37,"10,65M","-1,56%"
2023-05-10,4500,4.42,4.5,4.4,"12,47M","2,51%"
2023-05-09,4390,4.47,4.47,4.36,"13,27M","-1,79%"
2023-05-08,4470,4.48,4.49,4.43,"8,31M","-0,45%"
2023-05-05,4490,4.45,4.49,4.39,"16,88M","0,90%"
