Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah;Vol.;Perubahan%
10/2/2021;6920;7.05;7.05;6.9;44,98M;-0,86%
9/2/2021;6980;7;7.03;6.955;75,57M;0,87%
8/2/2021;6920;7.05;7.055;6.88;45,60M;0,07%
5/2/2021;6915;6.87;6.95;6.855;51,60M;0,88%
4/2/2021;6855;6.92;7;6.835;80,95M;0,44%
3/2/2021;6825;7;7;6.825;67,29M;0,37%
2/2/2021;6800;6.965;6.98;6.8;86,74M;-0,29%
1/2/2021;6820;6.76;6.92;6.595;113,13M;0,89%
29/01/2021;6760;6.9;7;6.76;132,76M;-2,03%
28/01/2021;6900;6.79;6.925;6.79;104,63M;1,62%
27/01/2021;6790;6.82;6.93;6.705;97,92M;-0,44%
26/01/2021;6820;6.955;7;6.82;98,66M;-3,06%
25/01/2021;7035;7.2;7.2;7;76,84M;-0,64%
22/01/2021;7080;7.075;7.16;7.075;80,83M;0,07%
21/01/2021;7075;7.28;7.3;7.06;66,43M;-0,28%
20/01/2021;7095;7.165;7.295;7.07;107,22M;0,00%
19/01/2021;7095;7.12;7.12;7.005;73,78M;-0,35%
18/01/2021;7120;6.955;7.125;6.845;86,34M;2,37%
15/01/2021;6955;7.095;7.1;6.84;89,85M;-0,93%
14/01/2021;7020;7.05;7.09;6.995;89,32M;-1,40%
13/01/2021;7120;7.245;7.275;7.07;76,58M;-0,56%
12/1/2021;7160;7.345;7.38;7.16;95,24M;-2,52%
11/1/2021;7345;7.15;7.36;7.145;169,03M;4,18%
8/1/2021;7050;7.035;7.08;6.975;75,03M;1,22%
7/1/2021;6965;7;7.05;6.91;71,36M;0,29%
6/1/2021;6945;7.05;7.075;6.88;89,75M;-2,05%
5/1/2021;7090;6.86;7.09;6.85;104,83M;3,73%
4/1/2021;6835;6.8;6.855;6.72;47,94M;0,96%
