"Date","Price","Open","High","Low","Vol.","Change %"
"07/09/2024","3,000","3,070","3,080","2,970","9.92M","-1.64%"
"07/08/2024","3,050","2,920","3,050","2,920","13.33M","4.81%"
"07/05/2024","2,910","2,920","2,940","2,910","3.81M","-0.34%"
"07/04/2024","2,920","2,930","2,950","2,900","9.16M","-0.68%"
"07/03/2024","2,940","2,970","2,970","2,920","13.48M","-1.01%"
"07/02/2024","2,970","2,960","2,980","2,940","18.08M","0.34%"
"07/01/2024","2,960","2,990","3,000","2,950","19.11M","-1.99%"
"06/28/2024","3,020","3,070","3,100","3,020","22.98M","-1.95%"
"06/27/2024","3,080","3,030","3,100","3,010","11.45M","2.33%"
"06/26/2024","3,010","3,010","3,050","2,990","10.00M","0.00%"
"06/25/2024","3,010","3,010","3,030","3,000","6.41M","0.00%"
"06/24/2024","3,010","3,010","3,060","3,010","11.46M","0.67%"
"06/21/2024","2,990","3,040","3,100","2,990","32.00M","-1.64%"
"06/20/2024","3,040","3,090","3,100","2,950","15.90M","-0.98%"
"06/19/2024","3,070","3,200","3,200","3,060","26.71M","-4.06%"
"06/14/2024","3,200","3,090","3,210","3,070","31.69M","4.58%"
"06/13/2024","3,060","3,060","3,120","3,060","11.47M","0.00%"
"06/12/2024","3,060","3,060","3,120","3,020","9.45M","0.00%"
"06/11/2024","3,060","3,090","3,120","3,050","9.31M","-0.33%"
"06/10/2024","3,070","3,010","3,160","3,010","16.34M","1.99%"
"06/07/2024","3,010","3,080","3,100","3,010","18.55M","-2.27%"
"06/06/2024","3,080","3,080","3,170","3,070","9.10M","0.33%"
"06/05/2024","3,070","3,140","3,160","3,060","16.08M","-1.92%"
"06/04/2024","3,130","3,080","3,200","3,070","20.12M","1.62%"
"06/03/2024","3,080","3,150","3,190","3,070","16.63M","-1.28%"
"05/31/2024","3,120","3,160","3,230","3,120","93.44M","0.32%"
"05/30/2024","3,110","3,000","3,190","2,970","32.05M","3.32%"
"05/29/2024","3,010","3,280","3,280","2,970","28.32M","-8.23%"
"05/28/2024","3,280","3,290","3,390","3,160","29.38M","0.61%"
"05/27/2024","3,260","3,090","3,270","3,090","54.57M","6.54%"
"05/22/2024","3,060","2,910","3,090","2,870","50.45M","5.15%"
"05/21/2024","2,910","2,710","2,910","2,700","44.63M","7.78%"
"05/20/2024","2,700","2,710","2,750","2,680","6.97M","-0.37%"
"05/17/2024","2,710","2,700","2,750","2,700","9.95M","0.37%"
"05/16/2024","2,700","2,680","2,700","2,660","8.08M","0.75%"
"05/15/2024","2,680","2,700","2,710","2,650","7.51M","-0.74%"
"05/14/2024","2,700","2,670","2,710","2,640","10.09M","1.89%"
"05/13/2024","2,650","2,560","2,690","2,560","23.95M","3.52%"
"05/08/2024","2,560","2,540","2,580","2,530","11.51M","0.79%"
"05/07/2024","2,540","2,600","2,600","2,530","8.63M","-2.31%"
"05/06/2024","2,600","2,650","2,650","2,570","4.22M","0.00%"
"05/03/2024","2,600","2,640","2,650","2,570","12.20M","-1.52%"
"05/02/2024","2,640","2,620","2,640","2,570","12.79M","0.76%"
"04/30/2024","2,620","2,590","2,670","2,560","21.07M","1.16%"
"04/29/2024","2,590","2,600","2,610","2,480","20.63M","0.00%"
"04/26/2024","2,590","2,650","2,750","2,590","31.84M","-1.89%"
"04/25/2024","2,640","2,500","2,690","2,500","49.64M","10.46%"
"04/24/2024","2,390","2,350","2,420","2,350","14.64M","2.58%"
"04/23/2024","2,330","2,420","2,430","2,330","13.23M","-3.32%"
"04/22/2024","2,410","2,400","2,430","2,370","6.97M","1.26%"
"04/19/2024","2,380","2,380","2,440","2,330","13.20M","-0.42%"
"04/18/2024","2,390","2,370","2,430","2,370","13.30M","0.84%"
"04/17/2024","2,370","2,540","2,550","2,370","35.91M","-6.69%"
"04/16/2024","2,540","2,600","2,630","2,540","20.69M","-5.22%"
"04/05/2024","2,680","2,710","2,730","2,680","4.69M","-1.11%"
"04/04/2024","2,710","2,690","2,790","2,690","15.09M","0.74%"
"04/03/2024","2,690","2,740","2,740","2,670","10.53M","-1.82%"
"04/02/2024","2,740","2,720","2,740","2,700","7.45M","0.37%"
"04/01/2024","2,730","2,700","2,730","2,630","10.89M","1.11%"
"03/28/2024","2,700","2,730","2,740","2,650","22.41M","-1.10%"
"03/27/2024","2,730","2,730","2,770","2,720","8.17M","-1.44%"
"03/26/2024","2,770","2,760","2,770","2,730","12.14M","0.36%"
"03/25/2024","2,760","2,720","2,760","2,690","9.64M","1.47%"
"03/22/2024","2,720","2,720","2,750","2,670","16.02M","0.00%"
"03/21/2024","2,720","2,760","2,780","2,720","10.19M","-1.45%"
"03/20/2024","2,760","2,760","2,820","2,740","20.53M","0.73%"
"03/19/2024","2,740","2,780","2,790","2,740","7.21M","-1.08%"
"03/18/2024","2,770","2,640","2,800","2,640","31.87M","4.92%"
"03/15/2024","2,640","2,660","2,690","2,620","31.98M","-1.86%"
"03/14/2024","2,690","2,720","2,720","2,660","23.62M","-1.10%"
"03/13/2024","2,720","2,720","2,720","2,660","18.54M","2.26%"
"03/08/2024","2,660","2,730","2,740","2,660","9.29M","-2.56%"
"03/07/2024","2,730","2,700","2,730","2,680","18.96M","1.49%"
"03/06/2024","2,690","2,680","2,720","2,670","8.40M","0.75%"
"03/05/2024","2,670","2,670","2,690","2,640","9.04M","0.00%"
"03/04/2024","2,670","2,730","2,740","2,660","9.76M","-2.20%"
"03/01/2024","2,730","2,710","2,730","2,660","13.02M","0.00%"
"02/29/2024","2,730","2,710","2,730","2,640","33.04M","1.11%"
"02/28/2024","2,700","2,620","2,720","2,610","28.09M","3.05%"
"02/27/2024","2,620","2,590","2,640","2,570","23.07M","1.16%"
"02/26/2024","2,590","2,690","2,690","2,590","32.98M","-3.72%"
"02/23/2024","2,690","2,730","2,740","2,660","14.97M","-1.10%"
"02/22/2024","2,720","2,690","2,740","2,690","14.45M","1.12%"
"02/21/2024","2,690","2,760","2,770","2,650","42.78M","-2.54%"
"02/20/2024","2,760","2,800","2,820","2,760","25.79M","-1.43%"
"02/19/2024","2,800","2,830","2,870","2,800","19.25M","-1.06%"
"02/16/2024","2,830","2,930","2,940","2,830","22.77M","-3.41%"
"02/15/2024","2,930","2,860","2,940","2,830","37.99M","4.64%"
"02/13/2024","2,800","2,920","2,930","2,800","56.55M","-4.11%"
"02/12/2024","2,920","3,170","3,170","2,920","82.25M","-10.70%"
"02/07/2024","3,270","3,250","3,280","3,240","12.54M","0.62%"
"02/06/2024","3,250","3,220","3,270","3,170","14.52M","1.56%"
"02/05/2024","3,200","3,190","3,240","3,180","16.18M","0.95%"
"02/02/2024","3,170","3,100","3,200","3,100","18.04M","2.26%"
"02/01/2024","3,100","3,100","3,130","3,090","12.76M","0.00%"
"01/31/2024","3,100","3,130","3,150","3,100","18.46M","-0.96%"
"01/30/2024","3,130","3,080","3,130","3,010","26.09M","1.62%"
"01/29/2024","3,080","3,160","3,160","3,070","13.85M","-2.53%"
"01/26/2024","3,160","3,160","3,170","3,130","5.35M","0.00%"
"01/25/2024","3,160","3,190","3,200","3,150","11.17M","-1.25%"
"01/24/2024","3,200","3,180","3,220","3,150","8.52M","0.63%"
"01/23/2024","3,180","3,140","3,200","3,130","17.21M","1.92%"
"01/22/2024","3,120","3,220","3,240","3,120","22.07M","-3.70%"
"01/19/2024","3,240","3,300","3,300","3,210","15.82M","-1.82%"
"01/18/2024","3,300","3,330","3,340","3,290","14.86M","-0.60%"
"01/17/2024","3,320","3,440","3,440","3,310","30.69M","-2.64%"
"01/16/2024","3,410","3,430","3,470","3,410","5.86M","-0.58%"
"01/15/2024","3,430","3,470","3,480","3,430","7.95M","-1.15%"
"01/12/2024","3,470","3,430","3,480","3,410","8.75M","1.76%"
"01/11/2024","3,410","3,450","3,450","3,410","3.29M","0.00%"
"01/10/2024","3,410","3,430","3,480","3,410","12.28M","-0.58%"
"01/09/2024","3,430","3,480","3,490","3,420","6.68M","-1.44%"
"01/08/2024","3,480","3,530","3,560","3,470","7.22M","-1.14%"
"01/05/2024","3,520","3,540","3,580","3,520","7.58M","0.00%"
"01/04/2024","3,520","3,530","3,560","3,520","6.94M","-0.28%"
"01/03/2024","3,530","3,550","3,560","3,520","3.25M","-0.56%"
"01/02/2024","3,550","3,530","3,550","3,500","6.00M","0.57%"
"12/29/2023","3,530","3,540","3,550","3,500","6.00M","-0.28%"
"12/28/2023","3,540","3,500","3,570","3,500","12.31M","2.02%"
"12/27/2023","3,470","3,470","3,520","3,450","8.12M","0.00%"
"12/22/2023","3,470","3,470","3,490","3,440","6.67M","0.00%"
"12/21/2023","3,470","3,470","3,480","3,440","4.50M","0.29%"
"12/20/2023","3,460","3,430","3,520","3,420","15.67M","0.87%"
"12/19/2023","3,430","3,410","3,440","3,380","6.94M","0.59%"
"12/18/2023","3,410","3,480","3,480","3,380","10.58M","-2.57%"
"12/15/2023","3,500","3,400","3,500","3,330","24.91M","2.94%"
"12/14/2023","3,400","3,450","3,450","3,400","9.55M","-1.45%"
"12/13/2023","3,450","3,430","3,460","3,400","5.87M","0.58%"
"12/12/2023","3,430","3,500","3,510","3,420","11.41M","-2.00%"
"12/11/2023","3,500","3,500","3,510","3,470","7.70M","-0.28%"
"12/08/2023","3,510","3,570","3,570","3,490","10.27M","-1.68%"
"12/07/2023","3,570","3,510","3,570","3,500","7.25M","1.71%"
"12/06/2023","3,510","3,620","3,630","3,500","16.67M","-3.04%"
"12/05/2023","3,620","3,590","3,620","3,570","14.55M","-0.28%"
"12/04/2023","3,630","3,640","3,670","3,550","17.11M","0.00%"
"12/01/2023","3,630","3,600","3,700","3,590","11.65M","-0.55%"
"11/30/2023","3,650","3,630","3,650","3,570","40.88M","0.55%"
"11/29/2023","3,630","3,600","3,640","3,560","9.79M","0.83%"
"11/28/2023","3,600","3,520","3,640","3,520","13.64M","2.27%"
"11/27/2023","3,520","3,530","3,550","3,500","11.94M","-0.28%"
"11/24/2023","3,530","3,550","3,580","3,520","5.31M","-0.28%"
"11/23/2023","3,540","3,510","3,580","3,500","16.67M","1.14%"
"11/22/2023","3,500","3,480","3,520","3,450","16.97M","0.57%"
"11/21/2023","3,480","3,460","3,490","3,430","11.47M","0.58%"
"11/20/2023","3,460","3,470","3,470","3,420","5.70M","-0.29%"
"11/17/2023","3,470","3,470","3,470","3,420","13.56M","0.29%"
"11/16/2023","3,460","3,440","3,460","3,420","11.95M","0.87%"
"11/15/2023","3,430","3,500","3,530","3,410","30.58M","-1.44%"
"11/14/2023","3,480","3,510","3,520","3,470","13.58M","-1.42%"
"11/13/2023","3,530","3,590","3,590","3,510","9.89M","-1.67%"
"11/10/2023","3,590","3,600","3,600","3,550","4.50M","-0.28%"
"11/09/2023","3,600","3,600","3,600","3,580","4.26M","0.00%"
"11/08/2023","3,600","3,560","3,600","3,560","6.30M","0.84%"
"11/07/2023","3,570","3,620","3,620","3,550","10.36M","-1.38%"
"11/06/2023","3,620","3,550","3,630","3,550","11.11M","1.97%"
"11/03/2023","3,550","3,590","3,610","3,520","17.88M","-1.11%"
"11/02/2023","3,590","3,600","3,670","3,570","20.93M","0.28%"
"11/01/2023","3,580","3,600","3,650","3,550","22.59M","-1.10%"
"10/31/2023","3,620","3,790","3,820","3,620","26.50M","-4.49%"
"10/30/2023","3,790","3,970","3,970","3,720","26.31M","-4.77%"
"10/27/2023","3,980","3,980","4,070","3,950","19.67M","0.00%"
"10/26/2023","3,980","4,050","4,050","3,960","19.25M","-2.45%"
"10/25/2023","4,080","4,000","4,100","4,000","27.55M","2.26%"
"10/24/2023","3,990","3,830","4,000","3,790","29.82M","3.91%"
"10/23/2023","3,840","3,860","3,860","3,760","7.70M","-0.52%"
"10/20/2023","3,860","3,810","3,880","3,730","16.11M","1.31%"
"10/19/2023","3,810","3,800","3,850","3,770","8.88M","-0.26%"
"10/18/2023","3,820","3,830","3,840","3,760","9.69M","-0.26%"
"10/17/2023","3,830","3,650","3,840","3,630","21.60M","4.93%"
"10/16/2023","3,650","3,660","3,670","3,620","5.60M","0.00%"
"10/13/2023","3,650","3,610","3,660","3,610","5.58M","0.55%"
"10/12/2023","3,630","3,620","3,670","3,610","10.45M","0.55%"
"10/11/2023","3,610","3,670","3,710","3,610","12.32M","-1.63%"
"10/10/2023","3,670","3,720","3,750","3,670","5.04M","-1.34%"
"10/09/2023","3,720","3,800","3,800","3,700","8.31M","-2.11%"
"10/06/2023","3,800","3,680","3,840","3,670","23.55M","3.83%"
"10/05/2023","3,660","3,610","3,680","3,580","12.78M","2.23%"
"10/04/2023","3,580","3,590","3,610","3,540","9.90M","-0.28%"
"10/03/2023","3,590","3,700","3,700","3,590","19.59M","-2.97%"
"10/02/2023","3,700","3,740","3,780","3,700","7.92M","-1.07%"
"09/29/2023","3,740","3,770","3,780","3,690","10.78M","-0.80%"
"09/27/2023","3,770","3,820","3,820","3,720","9.96M","-1.31%"
"09/26/2023","3,820","3,800","3,820","3,770","11.44M","0.00%"
"09/25/2023","3,820","3,860","3,890","3,790","10.97M","-0.78%"
"09/22/2023","3,850","3,770","3,890","3,750","24.11M","2.12%"
"09/21/2023","3,770","3,630","3,780","3,580","24.63M","3.86%"
"09/20/2023","3,630","3,580","3,670","3,570","12.09M","1.40%"
"09/19/2023","3,580","3,490","3,630","3,480","12.15M","3.17%"
"09/18/2023","3,470","3,500","3,520","3,460","11.04M","-0.86%"
"09/15/2023","3,500","3,550","3,570","3,500","19.50M","-1.69%"
"09/14/2023","3,560","3,580","3,610","3,560","7.98M","-0.84%"
"09/13/2023","3,590","3,630","3,630","3,570","7.89M","-0.83%"
"09/12/2023","3,620","3,650","3,660","3,610","6.76M","-0.82%"
"09/11/2023","3,650","3,610","3,650","3,580","7.70M","1.11%"
"09/08/2023","3,610","3,630","3,630","3,570","13.78M","-0.55%"
"09/07/2023","3,630","3,660","3,670","3,600","13.67M","-0.55%"
"09/06/2023","3,650","3,620","3,680","3,600","9.88M","0.83%"
"09/05/2023","3,620","3,660","3,670","3,600","13.72M","-1.09%"
"09/04/2023","3,660","3,670","3,690","3,660","4.22M","0.00%"
"09/01/2023","3,660","3,670","3,720","3,630","14.23M","-0.27%"
"08/31/2023","3,670","3,740","3,760","3,670","17.60M","-1.87%"
"08/30/2023","3,740","3,790","3,790","3,740","6.86M","-0.53%"
"08/29/2023","3,760","3,780","3,800","3,760","4.02M","-0.53%"
"08/28/2023","3,780","3,790","3,800","3,760","4.54M","0.53%"
"08/25/2023","3,760","3,720","3,760","3,700","5.64M","1.08%"
"08/24/2023","3,720","3,750","3,760","3,720","6.32M","-0.80%"
"08/23/2023","3,750","3,710","3,780","3,700","9.84M","1.08%"
"08/22/2023","3,710","3,710","3,720","3,700","5.44M","0.00%"
"08/21/2023","3,710","3,700","3,730","3,690","6.14M","0.54%"
"08/18/2023","3,690","3,680","3,720","3,680","10.42M","-1.07%"
"08/16/2023","3,730","3,730","3,730","3,680","9.21M","0.00%"
"08/15/2023","3,730","3,750","3,750","3,690","9.91M","0.00%"
"08/14/2023","3,730","3,700","3,730","3,630","13.59M","0.81%"
"08/11/2023","3,700","3,680","3,720","3,680","7.70M","0.54%"
"08/10/2023","3,680","3,720","3,730","3,680","13.48M","-1.08%"
"08/09/2023","3,720","3,750","3,770","3,720","13.41M","-0.80%"
"08/08/2023","3,750","3,730","3,790","3,730","13.37M","0.81%"
"08/07/2023","3,720","3,740","3,770","3,720","7.68M","-0.53%"
"08/04/2023","3,740","3,780","3,810","3,730","18.18M","-0.80%"
"08/03/2023","3,770","3,690","3,830","3,670","26.35M","2.17%"
"08/02/2023","3,690","3,770","3,800","3,680","28.81M","-2.12%"
"08/01/2023","3,770","3,830","3,850","3,770","20.62M","-2.08%"
"07/31/2023","3,850","3,870","3,890","3,830","19.18M","-0.52%"
"07/28/2023","3,870","3,850","3,900","3,810","20.22M","0.78%"
"07/27/2023","3,840","3,970","4,000","3,840","40.56M","-3.27%"
"07/26/2023","3,970","4,050","4,070","3,950","37.40M","-1.98%"
"07/25/2023","4,050","4,190","4,190","4,020","49.20M","-5.59%"
"07/24/2023","4,290","4,290","4,340","4,270","8.77M","0.00%"
"07/21/2023","4,290","4,220","4,290","4,220","6.02M","1.66%"
"07/20/2023","4,220","4,260","4,270","4,210","8.61M","-1.17%"
"07/18/2023","4,270","4,270","4,300","4,230","6.60M","0.00%"
"07/17/2023","4,270","4,260","4,290","4,250","9.59M","0.47%"
"07/14/2023","4,250","4,250","4,290","4,230","10.57M","0.00%"
"07/13/2023","4,250","4,220","4,250","4,210","6.04M","0.95%"
"07/12/2023","4,210","4,250","4,260","4,200","16.64M","-0.94%"
"07/11/2023","4,250","4,260","4,280","4,240","4.79M","0.00%"
"07/10/2023","4,250","4,240","4,320","4,240","7.75M","0.24%"
"07/07/2023","4,240","4,230","4,240","4,210","6.16M","-0.24%"
"07/06/2023","4,250","4,260","4,290","4,220","12.60M","-1.39%"
"07/05/2023","4,310","4,330","4,330","4,280","6.31M","-0.46%"
"07/04/2023","4,330","4,320","4,340","4,300","3.65M","0.46%"
"07/03/2023","4,310","4,250","4,310","4,210","11.06M","1.17%"
"06/27/2023","4,260","4,230","4,280","4,230","10.54M","0.71%"
"06/26/2023","4,230","4,270","4,270","4,230","6.55M","-0.94%"
"06/23/2023","4,270","4,250","4,290","4,210","7.70M","0.47%"
"06/22/2023","4,250","4,370","4,370","4,250","15.97M","-2.52%"
"06/21/2023","4,360","4,300","4,370","4,300","11.13M","1.40%"
"06/20/2023","4,300","4,380","4,390","4,300","14.41M","-1.83%"
"06/19/2023","4,380","4,390","4,420","4,320","10.33M","-0.23%"
"06/16/2023","4,390","4,500","4,500","4,390","17.78M","-2.88%"
"06/15/2023","4,520","4,440","4,520","4,410","10.37M","1.80%"
"06/14/2023","4,440","4,500","4,510","4,410","13.11M","-1.55%"
"06/13/2023","4,510","4,610","4,630","4,480","19.17M","-2.17%"
"06/12/2023","4,610","4,590","4,610","4,560","8.17M","1.32%"
"06/09/2023","4,550","4,580","4,600","4,540","11.40M","-1.09%"
"06/08/2023","4,600","4,570","4,630","4,540","15.74M","0.66%"
"06/07/2023","4,570","4,470","4,570","4,460","25.20M","2.47%"
"06/06/2023","4,460","4,500","4,510","4,440","6.40M","-0.89%"
"06/05/2023","4,500","4,530","4,550","4,460","14.14M","-0.66%"
"05/31/2023","4,530","4,540","4,580","4,500","122.23M","-0.22%"
"05/30/2023","4,540","4,550","4,600","4,510","15.48M","-0.22%"
"05/29/2023","4,550","4,400","4,550","4,380","26.64M","3.88%"
"05/26/2023","4,380","4,410","4,430","4,380","8.75M","-0.68%"
"05/25/2023","4,410","4,410","4,450","4,370","14.54M","0.00%"
"05/24/2023","4,410","4,450","4,450","4,390","10.23M","-0.90%"
"05/23/2023","4,450","4,420","4,480","4,420","12.35M","0.68%"
"05/22/2023","4,420","4,430","4,480","4,390","11.02M","-0.23%"
"05/19/2023","4,430","4,460","4,500","4,430","7.88M","-0.67%"
"05/17/2023","4,460","4,500","4,510","4,420","8.56M","-1.11%"
"05/16/2023","4,510","4,500","4,510","4,460","7.17M","0.22%"
"05/15/2023","4,500","4,450","4,530","4,400","17.45M","2.27%"
"05/12/2023","4,400","4,430","4,430","4,370","5.19M","-0.68%"
"05/11/2023","4,430","4,500","4,500","4,370","10.65M","-1.56%"
"05/10/2023","4,500","4,420","4,500","4,400","12.47M","2.51%"
"05/09/2023","4,390","4,470","4,470","4,360","13.27M","-1.79%"
"05/08/2023","4,470","4,480","4,490","4,430","8.31M","-0.45%"
"05/05/2023","4,490","4,450","4,490","4,390","16.88M","0.90%"
"05/04/2023","4,450","4,400","4,480","4,400","13.04M","1.14%"
"05/03/2023","4,400","4,400","4,420","4,350","16.33M","0.00%"
"05/02/2023","4,400","4,400","4,410","4,280","15.55M","0.00%"
"04/28/2023","4,400","4,400","4,440","4,360","14.42M","0.00%"
"04/27/2023","4,400","4,150","4,470","4,150","67.86M","7.32%"
"04/26/2023","4,100","4,090","4,100","3,960","32.56M","0.24%"
"04/18/2023","4,090","4,130","4,150","4,090","8.49M","-0.97%"
"04/17/2023","4,130","4,160","4,180","4,090","11.18M","-0.48%"
"04/14/2023","4,150","4,120","4,220","4,120","18.20M","1.22%"
"04/13/2023","4,100","4,160","4,180","4,100","17.31M","-2.15%"
"04/12/2023","4,190","4,210","4,220","4,180","9.42M","-0.24%"
"04/11/2023","4,200","4,290","4,290","4,200","8.80M","-2.10%"
"04/10/2023","4,290","4,250","4,290","4,230","3.68M","0.94%"
"04/06/2023","4,250","4,250","4,290","4,230","5.19M","0.00%"
"04/05/2023","4,250","4,290","4,320","4,250","7.78M","-0.93%"
"04/04/2023","4,290","4,280","4,290","4,220","10.34M","0.00%"
"04/03/2023","4,290","4,350","4,350","4,250","8.14M","-1.38%"
"03/31/2023","4,350","4,270","4,360","4,260","10.61M","2.11%"
"03/30/2023","4,260","4,360","4,370","4,260","5.42M","-2.29%"
"03/29/2023","4,360","4,300","4,370","4,300","9.21M","1.40%"
"03/28/2023","4,300","4,290","4,320","4,280","4.81M","0.23%"
"03/27/2023","4,290","4,270","4,290","4,230","6.20M","0.47%"
"03/24/2023","4,270","4,370","4,370","4,240","20.72M","1.67%"
"03/21/2023","4,200","4,160","4,200","4,150","5.27M","0.96%"
"03/20/2023","4,160","4,160","4,170","4,100","3.71M","0.00%"
"03/17/2023","4,160","4,070","4,170","4,070","16.62M","2.21%"
"03/16/2023","4,070","4,100","4,120","4,040","8.06M","-0.73%"
"03/15/2023","4,100","4,210","4,230","4,100","10.28M","-2.61%"
"03/14/2023","4,210","4,140","4,240","4,130","20.39M","1.20%"
"03/13/2023","4,160","4,090","4,180","4,080","10.11M","1.22%"
"03/10/2023","4,110","4,100","4,140","4,080","6.41M","0.24%"
"03/09/2023","4,100","4,100","4,140","4,080","12.78M","0.00%"
"03/08/2023","4,100","4,080","4,120","4,060","8.07M","0.49%"
"03/07/2023","4,080","4,160","4,160","4,080","17.12M","-2.16%"
"03/06/2023","4,170","4,080","4,190","4,070","18.91M","2.71%"
